company,career,education,region,reg,deadline,type,title,job,tag
(주)비즈인사이트,경력 2년↑,"대학(2,3년) 이상",서울 서대문구,2022-05-24,2022-07-09,정규직,지원본부 인사채용 담당자 채용,"
, HR컨설팅, HRD, HRM, 면접/인터뷰, 인사행정,  ",인사·노무·HRD
(주)리치빔,경력 2년↑,학력무관,서울 송파구,2022-04-14,채용시,정규직 · 계약직,[피자나라치킨공주] 본사 인사채용팀 경력 채용,"
, 채용담당자, 잡매니저, 헤드헌터, HRD, HRM,  외            ",인사·노무·HRD
(주)먼슬리키친,경력 5년↑,"대학(2,3년) 이상",서울 강남구,2022-05-24,2022-06-30,정규직,인사/평가/보상/교육 중간관리자 채용(파트장급) -  먼슬리키친,"
, 복리후생, 아웃소싱, 온보딩, 인사교육, 인사기획,  외            ",인사·노무·HRD
서울대정병원,경력무관,학력무관,충남 천안시 서북구,2022-05-23,2022-07-09,정규직 · 계약직,서울대정병원 총무팀 모집,"
, 경리, 세무사, 회계사, 더존, 급여(Payroll),  외            ",인사·노무·HRD
(주)태룡건설,경력무관,학력무관,경기 안산시 단원구,2022-06-03,2022-06-20,정규직 · 계약직,"2022 하반기 신입 및 경력사원 채용(현장소장, 공사관리, 안전, 품질, C/S)","
, 공인회계사, 전산회계, 회계사, 더존, 4대보험,  외            ",인사·노무·HRD
예일세무법인,경력,고졸 이상,서울 강남구,2022-05-24,2022-06-17,정규직,본점 경영지원팀 정규직 채용 공고,"
, 세무사, 회계사, 더존, 법인결산, 부가세신고,  외            ",인사·노무·HRD
(주)트라코월드,신입 · 경력,학력무관,경기 광명시,2022-05-30,채용시,정규직,총무/인사담당자 신입 및 경력 채용(정규직),"
, 총무, 비품관리, 사내행사, 사무행정, 사이트관리,  외            ",인사·노무·HRD
하나모듈(주),신입 · 경력,"대학(2,3년) 이상",경기 화성시,2022-05-31,2022-06-15,정규직,사무관리직 신입사원 채용,"
, ERP, 사무직, 사무보조, 서류관리, 자료입력,  외            ",인사·노무·HRD
더화이트커뮤니케이션(주),경력무관,학력무관,서울 성동구,2022-06-04,2022-07-03,정규직,[TWC 성수 본사/신규런칭] 카카오커머스 CS관리자 대규모 채용,"
, HRD, 법정의무교육, 인사교육, 상담원, 아웃바운드,  외            ",인사·노무·HRD
(주)닥터스랩,경력 5년↑,"대학(2,3년) 이상",서울 강남구,2022-05-24,2022-06-22,정규직,인사파트 [중간관리자] 조직문화/ 성과 / 프로세스,"
, HRD, 면접/인터뷰, 인사기획, 인사행정, 평가/보상,  외            ",인사·노무·HRD
주식회사 잡스테이션,경력무관,고졸 이상,경기 화성시,2022-06-09,2022-07-08,파견직,기흥컨트리클럽-인사총무 사원 모집/기숙사 제공,"
, 사무직, 총무, 문서작성, 비품관리, 사무보조,  외            ",인사·노무·HRD
(주)D&H People,경력무관,"대학(2,3년) 이상",서울 강북구,2022-06-08,2022-06-14,정규직,(주5일/수유역) 본사 아웃소싱 담당자 채용 모집,"
, 채용담당자, 잡매니저, ER(노무관리), HR컨설팅, 아웃소싱,  외            ",인사·노무·HRD
(주)루트컨설팅,신입 · 경력,고졸 이상,경기 성남시 분당구,2022-06-08,2022-06-30,정규직,(주)루트컨설팅 22년 신입·경력 HRD컨설턴트 채용,"
, 계산서발행, 교육행정, 사무보조, 사무행정, 채용담당자,  외            ",인사·노무·HRD
(주)한엘,경력 4년↑,"대학(2,3년) 이상",충남 공주시,2022-06-09,2022-06-17,정규직,"인사(노무이슈대응, 인사기획, 노사관리, 인력운영 등)/총무","
, 연말정산, 총무, 사내행사, 경영지원, HRM,  외            ",인사·노무·HRD
(주)트랜스코스모스코리아,경력무관,학력무관,서울 중구,2022-05-18,2022-06-13,정규직,[일본어/팀장] 메디쿼터스 고객센터 일본어 상담 팀장 채용 MHe3,"
, 쇼핑몰관리, 다이어트, 건강기능식품, 쇼핑몰, 이커머스,  외            ",인사·노무·HRD
주식회사 삼덕인터내셔널,신입 · 경력,학력무관,경기 평택시,2022-03-29,2022-06-30,정규직,[평택PDI] GM쉐보레 PDI 현장 신입/경력직 정직원 채용,"
, 관리회계, 기업회계, 세무회계, 원가회계, 재무회계,  외            ",인사·노무·HRD
(주)삼덕로지스틱스,신입 · 경력,학력무관,경기 평택시,2022-03-29,2022-06-30,정규직,[평택PDI] GM쉐보레 PDI 현장 신입/경력직 정직원 채용,"
, 관리회계, 기업회계, 원가회계, 회계결산, 총무,  외            ",인사·노무·HRD
에이스후레쉬(주),경력무관,학력무관,경기 화성시,2022-05-26,2022-06-25,정규직,프랜차이즈 물류직 정직원 모집(상시채용),"
, 총무, 비품관리, 사무보조, 사무행정, 전산총무,  외            ",인사·노무·HRD
(주)동일제약,경력 5년↑,고졸 이상,충북 음성군,2022-05-20,2022-06-15,정규직,[동일제약] 경영관리부서 경리/회계파트 경력 모집,"
, 경리, 더존, 계산서발행, 급여(Payroll), 부가세신고,  외            ",인사·노무·HRD
(주)트랜스코스모스코리아,경력 2년↑,대학교(4년) 이상,서울 영등포구,2022-05-14,2022-06-19,정규직,[TCK/교육사업본부] 본사 사내교육/기획 담당자 채용 MCg6,"
, 교육행정, 문서작성, 사무보조, 사무행정, 서류관리,  외            ",인사·노무·HRD
(주)엠엘에스,2 ~ 5년,"대학(2,3년) 이상",인천 남동구,2022-06-08,2022-06-14,정규직,인사 / 총무 경력사원 모집(주임급),"
, 연말정산, 원천세신고, 총무, 경영지원, ER(노무관리),  외            ",인사·노무·HRD
㈜엘에치이,7 ~ 10년,대학교(4년) 이상,경남 김해시,2022-06-09,2022-07-10,정규직,HR팀 팀원 채용,"
, 연말정산, 총무, ER(노무관리), HRM, 급여(Payroll),  외            ",인사·노무·HRD
(주)지아이티,신입 · 경력,학력무관,서울 송파구,2022-06-01,2022-06-15,인턴직,현대자동차 그룹사 (주)지아이티 상반기 대규모 공채/수시 채용 (경력/신입),"
, 데이터분석가, 백엔드/서버개발, 앱개발, 웹개발, 웹마스터,  외            ",인사·노무·HRD
(주)트랜스코스모스코리아,경력무관,학력무관,서울 중구,2022-06-04,2022-06-13,정규직,[평일근무/신규오픈] 잡코리아 기업회원 관리 담당자 모집 Ms8J,"
, 사무직, 사무보조, 사이트관리, 콘텐츠관리, 정보처리,  외            ",인사·노무·HRD
부루벨코리아(주),경력,"대학(2,3년) 이상",서울 강남구,2022-06-09,2022-06-21,정규직,2022년 상반기 부루벨코리아 수시채용,"
, 웹개발, 프론트엔드, QA/테스터, C#, Java,  외            ",인사·노무·HRD
(주)세기하이텍,경력무관,고졸 이상,부산 사하구,2022-06-09,2022-06-18,정규직,(주)세기하이텍 경력무관 경리 채용,"
, 경리, 경리사무원, 전산회계, 더존, 4대보험,  외            ",인사·노무·HRD
(주)해원티앤디,경력 3년↑,학력무관,경기 화성시,2022-04-21,2022-06-17,정규직,인사총무 및 회계 부문별 담당자 모집 (경력 3년 이상),"
, 4대보험, 관리회계, 급여(Payroll), 기업회계, 세무회계,  외            ",인사·노무·HRD
(주)트랜스코스모스코리아,경력 1년↑,학력무관,서울 중구,2022-06-04,2022-06-17,정규직,다이슨코리아 세일즈부서 운영팀장 채용 Mo4J,"
, 실적관리, 인력관리, 영업관리, 영업지원, 영업MD,  외            ",인사·노무·HRD
(주)트랜스코스모스코리아,경력 1년↑,학력무관,부산 중구,2022-05-28,2022-06-26,정규직,"[TCK] SNS영상 모니터링센터 운영관리(TL,QA) 채용 MQf6","
, 사무직, 교육행정, 사무보조, 서류관리, 자료입력,  외            ",인사·노무·HRD
