main,title,period,duration of work,workplace,type,tag,expert,url
전문가,"LNG 발전소 운영, 보수/유지",4/12/2021, 3개월 이내,협의/기타,"주 2일 풀 타임, 혹은 협의 가능","발전소, 발전소유지보수, 발전, 발전설비운영, 발전소운영, lng발전소, LNG, 복합화력발전","2명의 전문가님,발전소외 7개태그",https://www.talentbank.co.kr/common/project/projectView?projectSeq=2835
Other,코로나 방역 소독기 마케팅/영업채널 확보 전문가,4/12/2021, 3개월 이내,협의/기타,"자문 내용에 따라 근무 장소, 형태 상이함","의료기기, 의료기기영업, 의료기기마케팅, 방역소독기",B2B영업 전문분야,https://www.talentbank.co.kr/common/project/projectView?projectSeq=2861
엔지니어링,반도체 공정 소요 자재 R&D 자문,4/12/2021, 3개월 이내,협의/기타,협의하여 결정,"슬러리, 반도체공정, 반도체관련화학물질, cmp, cmp공정, slurry","연구개발/설계, 생산/제조 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=2875
마케팅,코스메틱 신제품 론칭 및 마케팅 자문,4/12/2021, 6개월 이내,협의/기타,협의 후 결정,"디지털마케팅, 온라인마케팅, 코스메틱, 기초화장품, 화장품, 제품마케팅, 신제품런칭, 신제품마케팅, 디지털커머스","마케팅전략/브랜딩, 상품기획, 온라인마케팅 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=2880
재무/투자,수처리 환경기업의 IR 자료 작성,4/12/2021, 1개월 이내,협의/기타,협의,"ir, 투자유치, ir자료작성, 기업ir, 수처리기술, 환경기업","투자/IPO, 경영전략/관리 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=2889
마케팅,신규 패션(스카프) 브랜드의 마케팅/홍보 전략 수립 및 실행 방안 컨설팅,4/12/2021, 3개월 이내,협의/기타,주 1회 회사 방문 미팅(이외는 유선/이메일/메신저 소통),"마케팅, 홍보, 스카프, 온라인, sns, 패션","온라인마케팅, 홍보/PR 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=2788
Other,소규모 스타트업의 시드머니 유치 자문,4/12/2021, 1개월 이내,협의/기타,협의하여 결정,"시드머니, 스타트업투자, 스타트업, 투자제안서, 투자제안서작성, 스타트업자금, 엑셀러레이터, 스타트업멘토링, 스타트업컨설팅",시드머니외 8개태그,https://www.talentbank.co.kr/common/project/projectView?projectSeq=3045
전문가,"EPC, O&M 등 플랜트 분야에서 증강/가상현실 기술 활용가능 분야 발굴",4/6/2021, 3개월 이내,협의/기타,주2회 Half Day근무+재택,"플랜트, EPC, o&m, 발전소, 태양광발전소, 석유화학","65명의 전문가님,플랜트외 5개태그",https://www.talentbank.co.kr/common/project/projectView?projectSeq=2823
영업/구매/유통,온라인유통기업의 구매/재고관리 고도화,4/5/2021, 3개월 이내,협의/기타,협의하여 결정,"통합구매관리, 구매관리, 재고관리, 재고분석및적정재고, 발주, 물류관리, 발주관리","구매, 물류/유통 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=2839
IT,온라인플랫폼 속도 지연 현상 원인 규명 및 해결 방안 자문,4/5/2021, 1개월 이내,협의/기타,"자문 내용에 따라 근무 장소, 형태 상이함","온라인플랫폼, 플랫폼, 브라우저속도, 사이트속도개선","PM, 서비스기획, 서버개발/앱개발, 시스템엔지니어 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=2864
Other,온라인 유통기업의 디지털 마케팅 확대 전략 자문,4/1/2021, 3개월 이내,협의/기타,협의,"온라인마케팅, 디지털마케팅, e커머스, 디지털커머스, SNS마케팅, 특수식품",온라인마케팅 전문분야,https://www.talentbank.co.kr/common/project/projectView?projectSeq=2837
Other,인테리어 자재 기업의 대리점 관리개선 자문,4/1/2021, 6개월 이내,협의/기타,주 1회 출근(본사 출근 최소 2회/월 + 서울 쇼룸 혹은 장소 협의),"대리점관리, 채널관리, 유통채널, 대리점","B2B영업, B2C영업 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=2452
전문가,New 광고 매체의 사업성 판단 자문,4/1/2021, 1주일 이내,회사 (경기도  수원시 영통구),1시간 자문진행,"광고매체, 홀로그램, pop광고, 디지털광고",제안받으신 전문가님 42명 대상,https://www.talentbank.co.kr/common/project/projectView?projectSeq=2763
Other,IT 서비스 기업의 영업 전문가,4/1/2021, 3개월 이내,협의/기타,별도 협의에 따름,"B2B영업, 플랫폼서비스, 스타트업, 소상공인, 기업고객영업, 전자식권",B2B영업 전문분야,https://www.talentbank.co.kr/common/project/projectView?projectSeq=2769
마케팅,IT 서비스 기업의 마케팅 전문가,4/1/2021, 3개월 이내,협의/기타,별도 협의에 따름,"마케팅, 스타트업, 플랫폼, 플랫폼서비스, 홍보, 전자식권, 온라인마케팅",마케팅 전문분야,https://www.talentbank.co.kr/common/project/projectView?projectSeq=2772
인사/총무,IT 서비스 기업의 HR 전문가,4/1/2021, 3개월 이내,협의/기타,협의,"hr, 인사, 전자식권",인사 전문분야,https://www.talentbank.co.kr/common/project/projectView?projectSeq=2773
마케팅,신규 패션잡화 브랜드마케팅 및 온라인마케팅,4/1/2021, 3개월 이내,협의/기타,협의.,"패션잡화, 악세서리, 브랜드마케팅, 온라인마케팅, 디지털마케팅, 판매촉진, 영업활성화","마케팅전략/브랜딩, 온라인마케팅 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=2776
Other,타투/레이저 피부에 사용 가능한 화장품의 사업성 검토 및 시장조사,4/1/2021, 3개월 이내,협의/기타,협의하여 결정,"시장조사, 마켓리서치, 경쟁사분석, 시장조사및경쟁사분석, 화장품, 유기농화장품, 코스메틱",시장조사/데이터분석 전문분야,https://www.talentbank.co.kr/common/project/projectView?projectSeq=2798
전문가,플라즈마 공기살균기 시장조사 (동향파악 및 시장분석),4/1/2021, 1개월 이내,협의/기타,협의,"시장조사, 플라즈마, 공기살균기, 공기청정기개발","23명의 전문가님, 시장조사/데이터분석 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=2806
Other,화장품 방부제 시장조사 (동향파악 및 시장분석),4/1/2021, 1개월 이내,협의/기타,협의,"화장품, 시장조사, 코스메틱, 화장품원료사, 화장품원재료",시장조사/데이터분석 전문분야,https://www.talentbank.co.kr/common/project/projectView?projectSeq=2808
전문가,식품 포장재 시장조사 (동향파악 및 시장분석),4/1/2021, 1개월 이내,협의/기타,협의하여 결정,"시장조사, 시장조사및경쟁사분석, 포장재, 포장개발, 포장","4명의 전문가님, 시장조사/데이터분석 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=2809
IT,AI 기반의 화상피팅 솔루션 CTO,4/1/2021, 3개월 이내,협의/기타,회사근무 및 협의,"화상피팅, 버추얼피팅, ai, ar, vr, 아바타, cto, pm","PM, 서비스기획, 빅데이터/AI, 신규사업/BD 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=2815
엔지니어링,공기압축기 업체의 품질 보증/운영/관리체계 컨설팅,3/30/2021, 6개월 이내,회사 (경기도  안산시 단원구),주1회 방문 자문,"공기압축기, 제조업, 생산품질, 조립생산, 외주관리, 입고품질, 품질개선, 품질혁신, iso9001, iso14000","생산/제조, 품질/안전 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=2633
재무/투자,"인도네시아 회계,세무 기장 관련 강의",3/30/2021, 1개월 이내,회사 (서울특별시  강서구),방문 자문 및 강의,"인도네시아, 세무법인, 회계결산보고, 해외사업전략기획, 해외법인운영지원, 해외법인erp, erp, 회계, 세무","재무/회계/자금, 세무 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=2716
엔지니어링,가구용 CAD 디자인 도면을 바탕으로 실제 가구 제작에 필요한 후속 절차,3/30/2021, 3개월 이내,협의/기타,별도 협의에 따름,"가구, 도안, 하청업체선택, CAD, 가구도면처리, 가구마감, 가구디자인, 가구제작",생산/제조 전문분야,https://www.talentbank.co.kr/common/project/projectView?projectSeq=2795
Other,모바일 앱 및 서비스 기능들을 위한 아이콘 디자인,3/30/2021, 3개월 이내,협의/기타,별도 협의에 따름,"아이콘, it디자인, 앱, 어플, 웹서비스, ui, ux",GUI (UI/UX) 전문분야,https://www.talentbank.co.kr/common/project/projectView?projectSeq=2796
엔지니어링,Sand Plant 전문기업 기계설계 (채용 전환),3/29/2021, 6개월 이상,회사 (인천광역시  남동구),"풀 타임 상근(주5일, 09:00~18:00)","기계설계, 플랜트설계, 설계",연구개발/설계 전문분야,https://www.talentbank.co.kr/common/project/projectView?projectSeq=2822
전문가,정부지원금 유치용 사업계획서 작성 (애니메이션 / 영상콘텐츠 등),3/29/2021, 1개월 이내,협의/기타,"재택근무 가능 (단, 프로젝트 진행 전/후 필요 시 미팅 진행)","kocca, 콘텐츠진흥원, 정부정책자금, 사업기획서작성, 정부과제컨설팅",제안받으신 전문가님 2명 대상,https://www.talentbank.co.kr/common/project/projectView?projectSeq=2858
재무/투자,헬스케어 기업의 법인 및 지배구조 개선,3/29/2021, 3개월 이내,협의/기타,협의하여 결정,"건강식품, 법인설립, 법인출구전략, 법인확장, 신생법인","1명의 전문가님, M&A/PMI, 투자/IPO, 신규사업/BD 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=2746
영업/구매/유통,문구류/사무용품 미국 수출을 위한 해외 B2B 영업,3/29/2021, 3개월 이내,협의/기타,별도 협의에 따름,"해외수출무역, 미국사업진출, 아마존, 문구, 사무용품, B2B영업, 미국수출","해외영업/무역, B2B영업, 물류/유통 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=2782
경영전략/신사업,여행사 턴어라운드 전략,3/25/2021, 1개월 이내,회사 (서울특별시  마포구),2일 방문자문,"포스트코로나, 여행사, 경쟁력강화, 턴어라운드, 신사업기획, 여행, travel, 로드맵, 전략기획, 경영컨설팅","경영전략/관리, 신규사업/BD, 경영혁신/PI 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=2671
전문가,PVC 리사이클링 전문가,3/25/2021, 3개월 이내,협의/기타,주1회 Half Day 근무+재택,"pvc, 리사이클링, fpvc, pvc재활용","40명의 전문가님,pvc외 3개태그",https://www.talentbank.co.kr/common/project/projectView?projectSeq=2738
전문가,청년창업 사업기획 및 사업성 검토(백화점 제휴) 자문,3/24/2021, 1주일 이내,협의/기타,1회 3시간 자문,"백화점, 1인창업, 창업경진대회, 창업컨설팅, 창업기획, 백화점영업","2명의 전문가님,백화점외 5개태그",https://www.talentbank.co.kr/common/project/projectView?projectSeq=2741
Other,주택관리 및 점검 서비스의 영업 및 사업 활성화를 위한 온라인 타겟 마케팅 컨설팅,3/22/2021, 3개월 이내,협의/기타,주 1회 비대면(화상) 자문,"구글, 구글애드, 구글애널릭틱스, 온라인마케팅, sns, 검색광고, 블로그, 모바일마케팅",온라인마케팅 전문분야,https://www.talentbank.co.kr/common/project/projectView?projectSeq=2611
엔지니어링,2차전지용 DC Relay 거래선 개발 전문가,3/22/2021, 3개월 이내,협의/기타,협의 및 회사방문,"2차전지, 배터리, 전자부품, 거래선개발, 전기자동차","B2B영업, 연구개발/설계, 생산/제조 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=2627
영업/구매/유통,이커머스 자동화 물류창고 부지선정 및 건축 기본계획,3/22/2021, 1개월 이내,협의/기타,협의 (경기도 화성시),"자동화창고, 물류, 소터, 이커머스, 부동산, 부지선정, 물류센터, 건축계획, 건축pm, CM","물류/유통, 공장신축, Other 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=2641
영업/구매/유통,중소기업의 구매 및 자재관리 프로세스 개선 프로젝트,3/22/2021, 1개월 이내,회사 (경기도  안산시 단원구),"주 1회 근무, 총 4회 근무(교육 및 미팅)","자재관리, 구매, 재고관리, 생산자재, 구매시스템, wms",구매 전문분야,https://www.talentbank.co.kr/common/project/projectView?projectSeq=2668
전문가,식품 신사업(죽 시장) 진입을 위한 사업계획 수립 및 사업계획서 작성,3/22/2021, 1개월 이내,회사 (서울특별시  양천구),월 3회 자문,"식품, 신규사업","136명의 전문가님,식품외 1개태그",https://www.talentbank.co.kr/common/project/projectView?projectSeq=2704
마케팅,프리미엄 수입주방용품 Launching 마케팅 전략수립,3/22/2021, 3개월 이내,회사 (서울특별시  강서구),주 1회 근무 (협의 가능),"신제품, 신제품런칭, 신상품런칭, 브랜드런칭, 수입주방용품, 명품브랜드마케팅","마케팅전략/브랜딩, 상품기획 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=2715
전문가,"신제품 금형, 개발, 생산관리 전문가",3/22/2021, 3개월 이내,협의/기타,주 1회,"금형, 개발, 생산관리, 공장설립, 복지용구등록, 스마트공장설립, 정부지원","4명의 전문가님,금형외 6개태그",https://www.talentbank.co.kr/common/project/projectView?projectSeq=2723
전문가,"반도체 금형, 장비 중국영업",3/22/2021, 3개월 이내,협의/기타,주1회 Half Day 근무+재택,"반도체금형, 중국반도체, 반도체, 금형","98명의 전문가님,반도체금형외 3개태그",https://www.talentbank.co.kr/common/project/projectView?projectSeq=2737
IT,온라인쇼핑몰 커뮤니티 컨텐츠 UX/UI 기획,3/22/2021, 1개월 이내,협의/기타,협의,"온라인쇼핑몰, ui, ux, ux기획","GUI (UI/UX), 서비스기획 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=2767
경영전략/신사업,산업용 검사장비 사업성 검토 및 마켓 리서치,3/22/2021, 3개월 이내,협의/기타,협의,"사업성검토, 시장조사, 경쟁사분석, 시장조사및경쟁사분석","신규사업/BD, 연구개발/설계 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=2778
영업/구매/유통,건축자재(석재) 건설사 대상 SPEC 영업,3/22/2021, 6개월 이내,협의/기타,협의,"건축자재, 석재, 인조석, 명품석, spec영업, 건설사영업, 인테리어영업, 건설, 건축","B2B영업, 구매, Other, 신규사업/BD 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=2781
경영전략/신사업,코스닥 상장사 신사업 폐기물 재활용 사업 전문가,3/22/2021, 6개월 이상,협의/기타,"협의, 6개월 단위 기간제 고용도 고려","폐기물, 재활용, 타이어, 전선폐기물, 가전제품폐기물, 일반폐기물, 산업폐기물, 건설폐기물","신규사업/BD, 경영전략/관리 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=2790
전문가,IoT 연동형 뷰티케어 디바이스 관련 중국 공장 제조원 발굴 및 커뮤니케이션,3/22/2021, 1개월 이내,협의/기타,협의,"중국, 공장, 제조사, OEM, odm","1명의 전문가님,중국외 4개태그",https://www.talentbank.co.kr/common/project/projectView?projectSeq=2792
엔지니어링,"생산성 향상, 생산자동화설비 전문가",3/18/2021, 6개월 이내,협의/기타,주 1회 대면 미팅(On/offline meeting 2시간 기준)+필요시 방문협의,"생산성향상, 생산자동화설비","연구개발/설계, 생산/제조 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=2532
엔지니어링,"웹서비스(음원서비스) 개발설계 (기능명세서, ERD, Sequence Diagram) ",3/17/2021, 3개월 이내,협의/기타,협의,"웹서비스기획, 웹개발, 기능설계, 개발설계, 기능명세서, erd","서버개발/앱개발, 시스템엔지니어, PM 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=2677
전문가,투자 IR 제안서 작성,3/17/2021, 1개월 이내,협의/기타,"자문내용에 따라 근무장소,형태 상이함","ir투자, ir자료작성, 투자유치제안서, 투자유치",제안받으신 전문가님 24명 대상,https://www.talentbank.co.kr/common/project/projectView?projectSeq=2700
경영전략/신사업,Flux 및 폐수처리제 생산기업의 턴어라운드 전략,3/15/2021, 3개월 이내,협의/기타,주 1회 4시간 자문,"경쟁력강화전략, 턴어라운드전략, 신규사업, 알루미늄용융제, flux, 폐수처리제, 황산제2철, 전략기획, 경영컨설팅","신규사업/BD, 경영전략/관리, 경영혁신/PI 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=2672
재무/투자,중소 제조기업의 재무/관리담당 부서장(부장/임원급) 채용,3/15/2021, 6개월 이상,회사 (울산광역시),주 5일 출근,"cfo, 재무회계, 관리회계",재무/투자 전문분야,https://www.talentbank.co.kr/common/project/projectView?projectSeq=2686
영업/구매/유통,커피 제조 중소기업 해외영업,3/15/2021, 3개월 이내,협의/기타,자문,"해외커피영업, 해외수출무역, 소비재수출","41명의 전문가님,해외커피영업외 2개태그",https://www.talentbank.co.kr/common/project/projectView?projectSeq=2699
전문가,요양병원 마케팅/홍보 전문가 자문,3/15/2021, 3개월 이내,협의/기타,"자문내용에 따라 근무장소,형태 상이함","요양병원마케팅, 병원마케팅",제안받으신 전문가님 72명 대상,https://www.talentbank.co.kr/common/project/projectView?projectSeq=2703
엔지니어링,산업용 주문제작기계부품의 설계 표준화,3/15/2021, 3개월 이내,회사 (인천광역시  남동구),협의.,"산업기계설계개발제작, 산업기계설계, 설계표준화","연구개발/설계, 생산/제조 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=2718
전문가,중소기업의 신제품 설계 및 프로토타입 제작/상품화/특허/생산 자문,3/15/2021, 6개월 이내,회사 (대구광역시  수성구),주 1회 근무 (협의),"태양광, 엔지니어링, 특허전략, 프로토타입, 집광판클리너","1명의 전문가님, 엔지니어링 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=2727
Other,건축자재 유통 대리점체계 구축 프로젝트,3/15/2021, 3개월 이내,회사 (서울특별시  강남구),주 1회 출근 (협의),"b2b2c, 유통망구축, 유통채널, 건축자재, 인테리어자재, 채널관리, 대리점관리","B2B영업, B2C영업 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=2729
전문가,"반도체, 에칭, 세정 전문가",3/15/2021, 6개월 이상,회사 (충청남도  천안시 서북구),주 3일 근무 (협의 가능),"반도체, 에칭, 세정, 반도체공정","7명의 전문가님,반도체외 3개태그",https://www.talentbank.co.kr/common/project/projectView?projectSeq=2731
엔지니어링,"교육기업 IT 개발팀 업무 진단 및 개발, 운영 업무체계 수립",3/15/2021, 1개월 이내,협의/기타,협의 (서울시 동작구),"it, 업무메뉴얼, 표준화, 개발, 교육회사, 개발관리방법론, 홈페이지, 결재, 온라인강의","PM, 서버개발/앱개발, 서비스기획 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=2732
영업/구매/유통,"문구회사 B2C 물류시스템/프로세스 구축, 운영 전문가",3/15/2021, 3개월 이내,협의/기타,"초기엔 일주일에 2~3번 협의, End-Customer 방문자문 (용인 수지구 동천동)","물류관리, 물류구축, b2c물류관리, 물류운영, 물류기획, 물류컨설팅, b2c, 물류센터",물류/유통 전문분야,https://www.talentbank.co.kr/common/project/projectView?projectSeq=2794
엔지니어링,물류센터 신축 설계사 선정 자문,3/11/2021, 1개월 이내,협의/기타,협의,"건축설계, 설계사, 물류센터, 신축설계, 건설설계, 건축, 건설, 설계, CM, 교수",연구개발/설계 전문분야,https://www.talentbank.co.kr/common/project/projectView?projectSeq=2667
인사/총무,중소기업 인사 KPI 평가방안 보완 및 교육,3/11/2021, 1개월 이내,협의/기타,"자문내용에 따라 근무장소,형태 상이함","kpi, 인사평가, 인사평가절차, 직원평가",인사 전문분야,https://www.talentbank.co.kr/common/project/projectView?projectSeq=2680
인사/총무,Capital사 근무 경력 인사 전문가,3/11/2021, 1주일 이내,회사 (서울특별시  마포구),1일 자문,"capital, 캐피탈, 조직관리, hr","인사, 경영전략/관리 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=2756
마케팅,"식품 제조 판매 회사의 마케팅, 홍보 관련 자문",3/8/2021, 3개월 이내,협의/기타,"주 3회 출근(수, 목, 금, 상호 협의하에 요일 변동 가능)","식품, 참기름, 들기름, 마케팅, 홍보, 브랜딩, 마케팅전략, 온라인마케팅, 디지털마케팅","마케팅전략/브랜딩, 온라인마케팅, 홍보/PR 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=2596
경영전략/신사업,글로벌 컨슈머 하드웨어 온/오프 채널 마케팅 컨설팅,3/8/2021, 1개월 이내,협의/기타,협의 (서울시 마포구),"글로벌, 컨슈머, 하드웨어, 온오프채널, 채널마케팅, 마케팅컨설팅, 해외수출마케팅","신규사업/BD, 마케팅전략/브랜딩, 상품기획, 온라인마케팅 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=2614
재무/투자,의료 신사업의 사업계획서 작성 및 투자유치 관련 자문,3/8/2021, 1개월 이내,협의/기타,협의,"사업계획서, 투자유치, 신규사업",투자/IPO 전문분야,https://www.talentbank.co.kr/common/project/projectView?projectSeq=2694
IT,온라인서점 웹/앱 서비스 1) 기획 2) 운영 자문,3/8/2021, 3개월 이내,협의/기타,협의가능,"온라인서점, 서점, 디지털서점, 사업기획, 앱기획, 이커머스, 플랫폼, 모바일","1명의 전문가님, PM, 서비스기획 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=2702
엔지니어링,자사 CRM(ERP) 분석・설계・개발 전문가,3/8/2021, 6개월 이내,협의/기타,"협의(재택 가능), Full-time 희망, 서울시 송파구","crm, erp, java, springboot, mariadb","서버개발/앱개발, 시스템엔지니어, PM 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=2720
전문가,신개발 클린징 화장품 판매전략 전문가,3/2/2021, 3개월 이내,협의/기타,주1회 풀타임 근무+재택,"화장품, 클린징화장품, 화장품마케팅",제안받으신 전문가님 149명 대상,https://www.talentbank.co.kr/common/project/projectView?projectSeq=2574
Other,기업 IT시스템 셋업 프로젝트 PM,3/2/2021, 6개월 이상,협의/기타,협의,"it, it시스템, pm, erp, 영어",PM 전문분야,https://www.talentbank.co.kr/common/project/projectView?projectSeq=2590
엔지니어링,신규사업부 친환경 시스템 개발업무,3/2/2021, 3개월 이내,협의/기타,주2회 Half Day혹은 주1회 풀타임 근무 + 재택,"제품개발연구소, 에어컨, 공조기, 냉동기",연구개발/설계 전문분야,https://www.talentbank.co.kr/common/project/projectView?projectSeq=2604
전문가,이커머스 중소기업 투자유치,3/2/2021, 3개월 이내,회사 (서울특별시  서초구),주2회 Half Day근무+재택,"투자유치, vc투자유치, 벤처투자유치",제안받으신 전문가님 146명 대상,https://www.talentbank.co.kr/common/project/projectView?projectSeq=2647
디자인/패션,[채용] UI/UX 디자이너,3/2/2021, 6개월 이상,회사 (서울특별시  강남구),상근,"uiux, 웹디자인, 디자이너","디자인/패션, GUI (UI/UX) 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=2656
IT,[채용] UI/UX 기획 팀장,3/2/2021, 6개월 이상,회사 (서울특별시  강남구),상근,"uiux, 이커머스, 웹기획","서비스기획, GUI (UI/UX) 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=2657
인사/총무,[채용] 이커머스 벤처기업 인사 팀장,3/2/2021, 6개월 이상,회사 (서울특별시  강남구),상근,"인사, 인사팀장",인사 전문분야,https://www.talentbank.co.kr/common/project/projectView?projectSeq=2658
인사/총무,[채용] 이커머스 벤처기업의 채용담당자(리쿠르터),3/2/2021, 6개월 이상,회사 (서울특별시  강남구),상근,"채용, 리쿠르터, 인사",인사 전문분야,https://www.talentbank.co.kr/common/project/projectView?projectSeq=2659
디자인/패션,[채용] 광고영상 PD(팀장급),3/2/2021, 6개월 이상,회사 (서울특별시  강남구),상근,"광고영상, PD, 영상pd, 영상제작","광고/영상디자인, Other 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=2660
마케팅,[채용] 브랜드 마케터,3/2/2021, 6개월 이상,회사 (서울특별시  강남구),상근,"브랜드, 마케팅, 바이럴마케팅, 퍼포먼스마케팅, 콘텐츠마케팅, 이커머스","마케팅전략/브랜딩, 온라인마케팅 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=2661
Other,안전 환경 교육 콘텐츠 수주 자문 및 제작 지원,3/2/2021, 6개월 이상,협의/기타,협의,"건설, 건축, 안전, 환경, sme",Other 전문분야,https://www.talentbank.co.kr/common/project/projectView?projectSeq=2685
전문가,DMP 관련 전문가 인터뷰,3/2/2021, 1주일 이내,협의/기타,전문가 인터뷰,"dmp, 디지털마케팅",제안받으신 전문가님 64명 대상,https://www.talentbank.co.kr/common/project/projectView?projectSeq=2690
마케팅,퍼포먼스 마케팅 실무 전문가 (호텔 마케팅),3/1/2021, 6개월 이내,회사 (서울특별시  영등포구),"TF팀으로 상근업무, TF활동이후 채용도 고려중","퍼포먼스, sns, 호텔, 데이터분석, 브랜딩, 상품기획","마케팅전략/브랜딩, 상품기획, 온라인마케팅 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=2638
Other,온라인 유통업체의 실적개선을 위한 마케팅 자문,3/1/2021, 3개월 이내,회사 (경기도  화성시),월 1회(협의하여 조정),"쿠팡, 위메프, 소셜커머스, 디지털마케팅",온라인마케팅 전문분야,https://www.talentbank.co.kr/common/project/projectView?projectSeq=2643
IT,인물 DB를 활용한 신규 IT 서비스 기획,3/1/2021, 1개월 이내,협의/기타,협의 (서울시 송파구),"모바일, ai, 빅데이터, 인명정보관리, ict트렌드, 소셜플랫폼, 업무포털, 개인화, 인물db, si","PM, 서비스기획, 빅데이터/AI, 신규사업/BD 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=2663
전문가,모바일 서비스 앱의 마케팅 자문 프로젝트,3/1/2021, 3개월 이내,회사 (경기도  성남시 분당구),주 1회 (협의하여 결정),"온라인마케팅, 디지털마케팅","1명의 전문가님, 온라인마케팅 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=2666
재무/투자,"현재 기업경영에 필요한 재무관리 방법 제안, 예산 및 전략 수립 ",2/24/2021, 3개월 이내,협의/기타,주1회 근무 + 재택,"재무, 경영",재무/회계/자금 전문분야,https://www.talentbank.co.kr/common/project/projectView?projectSeq=2586
전문가,줄기세포기반 화장품 베트남 시장 공략,2/24/2021, 1주일 이내,회사 (서울특별시  강남구),1시간 단기자문,"화장품, 베트남, 화장품동남아",제안받으신 전문가님 83명 대상,https://www.talentbank.co.kr/common/project/projectView?projectSeq=2632
마케팅,온라인 신규 브랜드(건강식) 마케팅 전략 기획 및 실행,2/24/2021, 3개월 이내,협의/기타,협의 및 회사방문,"헬스케어, 헬스케어서비스, 브랜드론칭, 브랜드광고, 브랜드마케팅","마케팅전략/브랜딩, 온라인마케팅, 신규사업/BD, 홍보/PR 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=2299
엔지니어링,비대면 출입관리 로봇 키오스크 솔루션 양산체제 구축,2/23/2021, 3개월 이내,협의/기타,주1회 출근 풀타임 + 재택,"양산체제, 로봇생산","생산/제조, 연구개발/설계 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=2431
영업/구매/유통,"호텔, 리조트 대상 인테리어 파사드상품 영업(전략) 컨설팅",2/23/2021, 3개월 이내,협의/기타,회사방문 및 협의,"호텔, 인테리어, 호텔마케팅, 카페마케팅, 호텔예약, 호텔운영시스템, 세일즈전략","영업/구매/유통, 신규사업/BD 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=2176
경영전략/신사업,중견 제조사 전략기획/IPO 포지션 (추후 채용전환),2/22/2021, 6개월 이상,회사 (서울특별시  금천구),"풀타임 상근(주5일, 09:00~18:00)","전략기획, ipo","경영전략/관리, 신규사업/BD, 투자/IPO 전문분야",https://www.talentbank.co.kr/common/project/projectView?projectSeq=2592
전문가,"방역제품 관공서, 폐쇄몰 등 영업활동 전문가",2/22/2021, 3개월 이내,협의/기타,협의,"방역제품, 방역제품영업, 관공서영업, 학교영업, 폐쇄몰, 정부기관영업, b2g","43명의 전문가님,방역제품외 6개태그",https://www.talentbank.co.kr/common/project/projectView?projectSeq=2628
