expert,skills
yhkwon**,CS
ssyun123**,PM
ssyun123**,서비스기획
mooncheol20**,마케팅전략/브랜딩
mooncheol20**,홍보/PR
hykim9**,경영전략/관리
hykim9**,재무/회계/자금
hykim9**,원가관리
hykim9**,경영혁신/PI
hykim9**,M&A/PMI
carynch**,마케팅전략/브랜딩
carynch**,온라인마케팅
carynch**,상품기획
carynch**,경영전략/관리
rok703s**,경영전략/관리
rok703s**,경영혁신/PI
rok703s**,신규사업/BD
jiss**,구매
jiss**,CS
ssigi7**,B2B영업
ssigi7**,마케팅전략/브랜딩
ssigi7**,경영전략/관리
ssigi7**,서비스기획
ssigi7**,PM
michael10935**,경영전략/관리
michael10935**,마케팅전략/브랜딩
michael10935**,B2C영업
michael10935**,해외영업/무역
kim30936**,B2C영업
dlfjs**,세무
dlfjs**,재무/회계/자금
attran**,경영전략/관리
attran**,온라인마케팅
attran**,마케팅전략/브랜딩
attran**,물류/유통
attran**,인사
sgk163**,경영전략/관리
sgk163**,공장신축
cnle**,해외영업/무역
lhg15**,연구개발/설계
lhg15**,PM
lhg15**,M&A/PMI
lhg15**,정부지원사업
gloc**,신규사업/BD
gloc**,해외영업/무역
gloc**,온라인마케팅
gloc**,교육
gloc**,상품기획
pdh9359**,세무
pdh9359**,재무/회계/자금
pdh9359**,원가관리
pdh9359**,경영전략/관리
pdh9359**,투자/IPO
hune**,경영전략/신사업
hune**,서비스기획
hune**,홍보/PR
hune**,마케팅전략/브랜딩
hune**,GUI(UI/UX)
cm10473**,경영전략/관리
cm10473**,인사
cm10473**,마케팅전략/브랜딩
to18**,경영혁신/PI
to18**,B2B영업
to18**,구매
to18**,마케팅전략/브랜딩
to18**,B2C영업
toot**,서버개발/앱개발
toot**,시스템엔지니어
toot**,GUI(UI/UX)
antoni**,해외영업/무역
antoni**,신규사업/BD
antoni**,경영전략/관리
antoni**,마케팅전략/브랜딩
antoni**,투자/IPO
ghchung1**,신규사업/BD
ghchung1**,M&A/PMI
ghchung1**,투자/IPO
ghchung1**,정부지원사업
steban10**,재무/회계/자금
kbs**,재무/회계/자금
kbs**,투자/IPO
kbs**,Other
kbs**,B2B영업
kbs**,물류/유통
good72**,PM
good72**,서비스기획
good72**,경영혁신/PI
good72**,경영전략/관리
good72**,정부지원사업
lny16**,해외영업/무역
lny16**,신규사업/BD
lny16**,경영혁신/PI
lny16**,인사
lny16**,교육
JayCh**,홍보/PR
JayCh**,마케팅전략/브랜딩
JayCh**,CS
JayCh**,시장조사/데이터분석
stopdrag**,재무/회계/자금
stopdrag**,투자/IPO
stopdrag**,인사
stopdrag**,경영전략/관리
jlee**,경영전략/관리
jlee**,신규사업/BD
jlee**,정부지원사업
jlee**,교육
jlee**,Other
yklwsc19**,신규사업/BD
yklwsc19**,경영혁신/PI
para30**,상품기획
para30**,마케팅전략/브랜딩
para30**,신규사업/BD
para30**,B2B영업
para30**,경영전략/관리
hmh15**,경영전략/관리
hmh15**,마케팅
hmh15**,해외영업/무역
davilee24**,마케팅전략/브랜딩
davilee24**,경영전략/관리
davilee24**,신규사업/BD
davilee24**,경영혁신/PI
davilee24**,해외영업/무역
taenam**,B2B영업
taenam**,B2C영업
taenam**,물류/유통
bonheur**,Other
bonheur**,Other
k8601**,재무/회계/자금
k8601**,경영전략/관리
k8601**,노무
k8601**,교육
k8601**,해외영업/무역
smilecupy**,생산/제조
smilecupy**,품질/안전
smilecupy**,경영혁신/PI
smilecupy**,PM
smilecupy**,연구개발/설계
dakkg**,신규사업/BD
dakkg**,경영전략/관리
dakkg**,구매
dakkg**,물류/유통
dakkg**,B2B영업
DREXPE**,공장신축
DREXPE**,신규사업/BD
DREXPE**,연구개발/설계
DREXPE**,품질/안전
DREXPE**,경영전략/관리
pani**,경영전략/관리
pani**,신규사업/BD
pani**,해외영업/무역
pani**,B2B영업
pani**,정부지원사업
namcheol88**,생산/제조
namcheol88**,품질/안전
sbt79**,신규사업/BD
sbt79**,경영전략/관리
sbt79**,마케팅전략/브랜딩
sbt79**,기술/특허
sbt79**,홍보/PR
seojin**,빅데이터/AI
lsg07**,신규사업/BD
lsg07**,경영전략/관리
lsg07**,M&A/PMI
lsg07**,물류/유통
lsg07**,인사
paljk**,B2C영업
paljk**,마케팅전략/브랜딩
paljk**,상품기획
paljk**,신규사업/BD
paljk**,시장조사/데이터분석
pp49**,B2B영업
pp49**,경영혁신/PI
pp49**,인사
pp49**,CS
pp49**,경영전략/관리
doiton**,해외영업/무역
doiton**,물류/유통
doiton**,경영전략/신사업
doiton**,디자인/패션
doiton**,B2B영업
Sloa**,경영혁신/PI
Sloa**,경영전략/관리
Sloa**,PM
cozyhs00**,해외영업/무역
cozyhs00**,물류/유통
stpark07**,생산/제조
stpark07**,품질/안전
seayo**,홍보/PR
seayo**,마케팅전략/브랜딩
propate**,기술/특허
propate**,마케팅전략/브랜딩
propate**,연구개발/설계
propate**,제품/공간디자인
propate**,교육
kjmpks07**,영업/구매/유통
kkt0**,경영전략/관리
kkt0**,B2B영업
kkt0**,상품기획
kkt0**,생산/제조
kkt0**,서비스기획
cchamc**,연구개발/설계
yong**,생산/제조
yong**,공장신축
yong**,품질/안전
yong**,연구개발/설계
lii1**,정부지원사업
pa97**,경영전략/관리
pa97**,B2C영업
pa97**,인사
pa97**,해외영업/무역
pa97**,물류/유통
HIRY**,경영혁신/PI
HIRY**,구매
HIRY**,원가관리
HIRY**,경영전략/관리
HIRY**,생산/제조
lbon**,마케팅전략/브랜딩
lbon**,온라인마케팅
lbon**,해외영업/무역
lbon**,신규사업/BD
atw113**,구매
atw113**,B2C영업
atw113**,B2B영업
atw113**,상품기획
confidentia**,일반법무
jskkwa**,빅데이터/AI
jskkwa**,서비스기획
jskkwa**,정부지원사업
char9**,생산/제조
char9**,공장신축
char9**,품질/안전
char9**,연구개발/설계
char9**,경영전략/관리
lnb2**,온라인마케팅
ssg11**,신규사업/BD
ssg11**,공장신축
ssg11**,연구개발/설계
ssg11**,해외영업/무역
ssg11**,시장조사/데이터분석
hyunchangso**,인사
sbkim45**,B2B영업
sbkim45**,B2C영업
sbkim45**,물류/유통
sbkim45**,마케팅전략/브랜딩
sbkim45**,경영전략/관리
adaptdw**,마케팅전략/브랜딩
my1004ye**,마케팅전략/브랜딩
hk120**,마케팅전략/브랜딩
hk120**,B2B영업
songsukho12**,경영전략/관리
songsukho12**,인사/총무
songsukho12**,Other
rak74**,생산/제조
rak74**,품질/안전
kthio95**,원가관리
kthio95**,경영전략/관리
hikim**,생산/제조
hikim**,연구개발/설계
chulki**,투자/IPO
chulki**,재무/회계/자금
uk2071**,마케팅전략/브랜딩
uk2071**,온라인마케팅
uk2071**,시장조사/데이터분석
Ktj**,마케팅전략/브랜딩
hobbyi**,시스템엔지니어
hobbyi**,PM
hobbyi**,연구개발/설계
hobbyi**,생산/제조
hobbyi**,품질/안전
getya**,재무/회계/자금
getya**,원가관리
yhyosa**,연구개발/설계
yhyosa**,생산/제조
yhyosa**,품질/안전
m94111**,PM
m94111**,경영혁신/PI
willisl**,B2B영업
willisl**,B2C영업
willisl**,신규사업/BD
willisl**,마케팅전략/브랜딩
willisl**,시장조사/데이터분석
archso**,제품/공간디자인
exin**,경영전략/관리
exin**,서비스기획
exin**,빅데이터/AI
exin**,물류/유통
exin**,PM
osea**,제품/공간디자인
osea**,GUI(UI/UX)
osea**,제안서/편집디자인
osea**,마케팅전략/브랜딩
osea**,광고/영상디자인
verissus**,연구개발/설계
verissus**,생산/제조
verissus**,경영전략/관리
verissus**,구매
mspark**,경영전략/관리
mspark**,마케팅전략/브랜딩
mspark**,B2B영업
mspark**,신규사업/BD
mspark**,M&A/PMI
starryha**,경영혁신/PI
starryha**,구매
dkch**,Other
dkch**,연구개발/설계
dkch**,생산/제조
dkch**,품질/안전
KimSS1**,인사
KimSS1**,경영전략/관리
KimSS1**,경영혁신/PI
KimSS1**,총무
tiger**,신규사업/BD
tiger**,물류/유통
tiger**,마케팅전략/브랜딩
tiger**,상품기획
tiger**,경영전략/관리
tom09**,신규사업/BD
tom09**,시장조사/데이터분석
tom09**,정부지원사업
tom09**,재무/회계/자금
tom09**,B2B영업
yop**,연구개발/설계
yop**,PM
yop**,시스템엔지니어
hkhk12**,생산/제조
hkhk12**,공장신축
hkhk12**,품질/안전
hkhk12**,연구개발/설계
Monteros**,물류/유통
jeong13**,B2C영업
samos**,경영전략/관리
samos**,경영혁신/PI
samos**,신규사업/BD
samos**,원가관리
jasonk**,상품기획
jasonk**,마케팅전략/브랜딩
jasonk**,B2B영업
jasonk**,B2C영업
jasonk**,시장조사/데이터분석
khse**,연구개발/설계
khse**,생산/제조
khse**,PM
khse**,신규사업/BD
khse**,서비스기획
woody87**,경영전략/관리
woody87**,마케팅전략/브랜딩
newold**,재무/회계/자금
hii**,제품/공간디자인
hii**,마케팅전략/브랜딩
cpahy**,재무/회계/자금
cpahy**,원가관리
cpahy**,M&A/PMI
cpahy**,경영전략/관리
cpahy**,경영혁신/PI
elepha**,재무/투자
pancos**,신규사업/BD
pancos**,경영전략/관리
pancos**,시장조사/데이터분석
sjjung11**,신규사업/BD
sjjung11**,경영전략/관리
sjjung11**,마케팅전략/브랜딩
sjjung11**,B2B영업
sjjung11**,상품기획
ksant**,신규사업/BD
ksant**,PM
ksant**,마케팅전략/브랜딩
ksant**,M&A/PMI
ksant**,경영혁신/PI
SUNHPY**,물류/유통
SUNHPY**,B2B영업
SUNHPY**,교육
SUNHPY**,B2C영업
SUNHPY**,CS
THEERUUM20**,Other
THEERUUM20**,마케팅전략/브랜딩
THEERUUM20**,경영전략/관리
THEERUUM20**,B2C영업
THEERUUM20**,연구개발/설계
park13**,해외영업/무역
lkiks5**,경영전략/관리
lkiks5**,해외영업/무역
lkiks5**,마케팅전략/브랜딩
lkiks5**,경영혁신/PI
pinko**,제품/공간디자인
pinko**,광고/영상디자인
pinko**,제안서/편집디자인
pinko**,마케팅전략/브랜딩
pinko**,상품기획
ycsi**,상품기획
ycsi**,경영전략/관리
ycsi**,마케팅전략/브랜딩
ycsi**,시장조사/데이터분석
phileo**,Other
jhon91**,연구개발/설계
jhon91**,빅데이터/AI
jhon91**,서버개발/앱개발
jhon91**,신규사업/BD
jhon91**,재무/회계/자금
Wheori20**,신규사업/BD
Wheori20**,연구개발/설계
Wheori20**,마케팅전략/브랜딩
Wheori20**,해외영업/무역
Wheori20**,경영전략/관리
ryutaeh**,신규사업/BD
ryutaeh**,B2C영업
ryutaeh**,해외영업/무역
ryutaeh**,마케팅전략/브랜딩
ryutaeh**,경영혁신/PI
edusi**,신규사업/BD
zzanglig**,Other
Jds55**,신규사업/BD
Jds55**,B2C영업
Jds55**,B2B영업
Jds55**,물류/유통
Jds55**,서비스기획
zeroto**,인사
zeroto**,경영혁신/PI
zeroto**,경영전략/관리
choh**,M&A/PMI
choh**,재무/회계/자금
choh**,정부지원사업
choh**,경영전략/관리
choh**,신규사업/BD
papabear**,신규사업/BD
papabear**,경영전략/관리
papabear**,경영혁신/PI
papabear**,M&A/PMI
papabear**,투자/IPO
mdki**,경영혁신/PI
mdki**,시장조사/데이터분석
mdki**,서비스기획
mdki**,경영전략/관리
mdki**,물류/유통
ssmi**,연구개발/설계
ssmi**,품질/안전
bory20**,빅데이터/AI
bory20**,서버개발/앱개발
bory20**,시스템엔지니어
bory20**,GUI(UI/UX)
bory20**,서비스기획
dfccaleb**,신규사업/BD
dfccaleb**,해외영업/무역
dfccaleb**,경영전략/관리
dfccaleb**,마케팅전략/브랜딩
dfccaleb**,시장조사/데이터분석
coll**,온라인마케팅
coll**,마케팅전략/브랜딩
coll**,광고/영상디자인
coll**,상품기획
coll**,제안서/편집디자인
rei**,마케팅전략/브랜딩
rei**,온라인마케팅
rei**,시장조사/데이터분석
rei**,홍보/PR
agjbigba**,신규사업/BD
agjbigba**,경영전략/관리
agjbigba**,M&A/PMI
juch46**,광고/영상디자인
juch46**,제안서/편집디자인
sjpa**,신규사업/BD
sjpa**,M&A/PMI
sjpa**,해외영업/무역
sjpa**,투자/IPO
sjpa**,마케팅전략/브랜딩
smarts**,경영전략/신사업
smarts**,마케팅
3933**,경영전략/관리
3933**,물류/유통
3933**,구매
3933**,B2B영업
920029**,신규사업/BD
920029**,해외영업/무역
920029**,B2C영업
920029**,구매
harry2**,마케팅
harry2**,해외영업/무역
harry2**,경영전략/관리
harry2**,신규사업/BD
harry2**,B2B영업
uniksy43**,마케팅
ujin**,품질/안전
ujin**,교육
hyp26**,경영혁신/PI
SKTSKim**,연구개발/설계
SKTSKim**,생산/제조
SKTSKim**,품질/안전
SKTSKim**,공장신축
SKTSKim**,엔지니어링
nickor**,마케팅전략/브랜딩
nickor**,상품기획
nickor**,B2B영업
nickor**,해외영업/무역
nickor**,신규사업/BD
nike**,신규사업/BD
nike**,경영전략/관리
nike**,경영전략/신사업
nike**,영업/구매/유통
nike**,디자인/패션
jaehyo**,생산/제조
jaehyo**,품질/안전
leeih2**,CS
leeih2**,경영전략/관리
dongku**,PM
dongku**,서비스기획
dongku**,빅데이터/AI
dongku**,시스템엔지니어
dongku**,경영혁신/PI
hjkdy**,물류/유통
bjdawit31**,신규사업/BD
bjdawit31**,B2C영업
bjdawit31**,경영전략/관리
bjdawit31**,물류/유통
bawo**,경영혁신/PI
bawo**,B2C영업
bawo**,신규사업/BD
bawo**,물류/유통
escamo**,서비스기획
escamo**,신규사업/BD
escamo**,마케팅전략/브랜딩
escamo**,PM
escamo**,재무/회계/자금
yunsunli**,PM
yunsunli**,서비스기획
yunsunli**,경영혁신/PI
yunsunli**,경영전략/관리
toben**,PM
toben**,신규사업/BD
toben**,B2C영업
toben**,물류/유통
toben**,서비스기획
yongbl**,투자/IPO
Knox16**,디자인/패션
Knox16**,신규사업/BD
Knox16**,마케팅전략/브랜딩
Knox16**,상품기획
Knox16**,교육
bmw007m**,경영전략/관리
sechon3**,공장신축
sechon3**,생산/제조
sechon3**,연구개발/설계
EXPERT20**,투자/IPO
EXPERT20**,경영전략/관리
EXPERT20**,정부지원사업
leesabe**,신규사업/BD
leesabe**,서비스기획
leesabe**,품질/안전
ban55**,공장신축
ban55**,품질/안전
ban55**,생산/제조
dyo**,해외영업/무역
wants**,신규사업/BD
wants**,투자/IPO
wants**,온라인마케팅
dad2021ba**,제품/공간디자인
welcomelsk43**,교육
welcomelsk43**,Other
welcomelsk43**,교육
welcomelsk43**,Other
tigersong1**,투자/IPO
tigersong1**,경영전략/관리
tigersong1**,시장조사/데이터분석
tigersong1**,Other
hojinkw**,홍보/PR
hojinkw**,마케팅전략/브랜딩
hojinkw**,해외영업/무역
hojinkw**,경영전략/관리
hojinkw**,신규사업/BD
j91011**,연구개발/설계
j91011**,품질/안전
doduramp**,경영전략/관리
doduramp**,재무/회계/자금
doduramp**,정부지원사업
doduramp**,원가관리
doduramp**,경영혁신/PI
sipkgangn**,경영전략/관리
sipkgangn**,경영혁신/PI
sipkgangn**,생산/제조
sipkgangn**,품질/안전
sipkgangn**,총무
ech**,공장신축
ech**,신규사업/BD
ech**,연구개발/설계
seog**,신규사업/BD
seog**,빅데이터/AI
seog**,Other
seog**,정부지원사업
seog**,기술/특허
cmchwang19**,마케팅전략/브랜딩
cmchwang19**,구매
cmchwang19**,경영전략/관리
cmchwang19**,신규사업/BD
cmchwang19**,정부지원사업
yhhansta**,B2C영업
yhhansta**,물류/유통
yhhansta**,마케팅전략/브랜딩
yhhansta**,경영전략/관리
yhhansta**,교육
hotrolli**,생산/제조
thk6**,마케팅전략/브랜딩
thk6**,해외영업/무역
ssgil**,연구개발/설계
ssgil**,B2B영업
ssgil**,구매
sujin69**,인사
sujin69**,총무
kangst**,시장조사/데이터분석
kangst**,마케팅전략/브랜딩
shim5**,Other
SJL03**,경영전략/신사업
SJL03**,마케팅
SJL03**,B2B영업
SJL03**,B2C영업
SJL03**,해외영업/무역
sjhh**,투자/IPO
sm1k**,연구개발/설계
sm1k**,B2B영업
petepark**,경영전략/관리
petepark**,신규사업/BD
petepark**,구매
petepark**,M&A/PMI
petepark**,경영전략/관리
hs10528**,생산/제조
hs10528**,B2B영업
hs10528**,경영전략/관리
hs10528**,해외영업/무역
hs10528**,신규사업/BD
kimho8**,원가관리
kimho8**,엔지니어링
kimho8**,경영전략/관리
kimho8**,정부지원사업
kimho8**,투자/IPO
diseo**,PM
charmy**,CS
olin**,경영혁신/PI
olin**,빅데이터/AI
olin**,경영전략/관리
olin**,신규사업/BD
olin**,마케팅전략/브랜딩
wordp**,서버개발/앱개발
wordp**,연구개발/설계
wordp**,PM
wordp**,품질/안전
kgb3**,연구개발/설계
kgb3**,정부지원사업
kgb3**,해외영업/무역
kgb3**,Other
aiden1**,연구개발/설계
aiden1**,생산/제조
aiden1**,공장신축
aiden1**,품질/안전
aiden1**,B2B영업
bycho**,연구개발/설계
bycho**,경영전략/관리
bycho**,PM
bycho**,생산/제조
bycho**,상품기획
toughshark**,PM
toughshark**,서비스기획
Mulan14**,신규사업/BD
Mulan14**,교육
Mulan14**,홍보/PR
Mulan14**,마케팅전략/브랜딩
Mulan14**,PM
apollo1**,빅데이터/AI
apollo1**,PM
apollo1**,시스템엔지니어
apollo1**,신규사업/BD
kdrcho**,PM
kdrcho**,서비스기획
kdrcho**,빅데이터/AI
kdrcho**,GUI(UI/UX)
kdrcho**,서버개발/앱개발
widesa**,구매
widesa**,해외영업/무역
widesa**,신규사업/BD
widesa**,경영전략/관리
widesa**,B2B영업
sdc**,마케팅전략/브랜딩
sdc**,온라인마케팅
sdc**,시장조사/데이터분석
khbae10**,해외영업/무역
khbae10**,물류/유통
khbae10**,신규사업/BD
khbae10**,서비스기획
khbae10**,상품기획
jung7272**,경영전략/관리
jung7272**,제안서/편집디자인
jung7272**,제품/공간디자인
jung7272**,마케팅전략/브랜딩
jung7272**,홍보/PR
cmauconsu**,신규사업/BD
cmauconsu**,마케팅전략/브랜딩
cmauconsu**,해외영업/무역
thekoreanman**,재무/회계/자금
thekoreanman**,투자/IPO
thekoreanman**,B2B영업
thekoreanman**,상품기획
thekoreanman**,온라인마케팅
mj86**,물류/유통
mj86**,해외영업/무역
mj86**,B2B영업
mj86**,B2C영업
mj86**,교육
hgt284**,생산/제조
hgt284**,품질/안전
hgt284**,공장신축
yh80**,연구개발/설계
yh80**,생산/제조
yh80**,공장신축
yh80**,교육
yh80**,경영혁신/PI
salve20**,신규사업/BD
salve20**,연구개발/설계
salve20**,생산/제조
salve20**,공장신축
salve20**,상품기획
beetle**,재무/회계/자금
osse9**,서비스기획
osse9**,PM
osse9**,B2B영업
osse9**,마케팅전략/브랜딩
osse9**,시장조사/데이터분석
opell**,인사
oeng10**,신규사업/BD
oeng10**,재무/회계/자금
oeng10**,연구개발/설계
oeng10**,공장신축
oeng10**,시스템엔지니어
batim**,신규사업/BD
batim**,경영전략/관리
bscmi**,시스템엔지니어
cbmchu**,공장신축
cbmchu**,생산/제조
cbmchu**,경영혁신/PI
cbmchu**,경영전략/관리
cbmchu**,연구개발/설계
philipyogi**,경영혁신/PI
philipyogi**,연구개발/설계
philipyogi**,빅데이터/AI
philipyogi**,공장신축
philipyogi**,품질/안전
cho58**,연구개발/설계
cho58**,품질/안전
cho58**,생산/제조
ohsama03**,마케팅전략/브랜딩
ohsama03**,Other
dongho**,PM
dongho**,시스템엔지니어
yhleego8**,Other
yhleego8**,경영전략/관리
yhleego8**,교육
yhleego8**,해외영업/무역
7aks**,Other
jkim23**,마케팅전략/브랜딩
jkim23**,상품기획
jkim23**,온라인마케팅
jkim23**,시장조사/데이터분석
jkim23**,홍보/PR
diltin**,서비스기획
diltin**,PM
diltin**,신규사업/BD
diltin**,경영전략/관리
diltin**,인사/총무
jjw94**,노무
jjw94**,경영전략/관리
jjw94**,연구개발/설계
jjw94**,서비스기획
jjw94**,정부지원사업
seri28**,경영전략/신사업
iamfoodstyli**,온라인마케팅
iamfoodstyli**,마케팅전략/브랜딩
iamfoodstyli**,제품/공간디자인
iamfoodstyli**,광고/영상디자인
iamfoodstyli**,상품기획
cdy12**,해외영업/무역
cdy12**,B2B영업
cdy12**,B2C영업
cdy12**,마케팅전략/브랜딩
cdy12**,물류/유통
pcyu**,경영전략/신사업
young14**,B2B영업
young14**,B2C영업
young14**,해외영업/무역
young14**,물류/유통
young14**,구매
ifuwan**,투자/IPO
ifuwan**,재무/회계/자금
ifuwan**,재무/투자
flyi**,경영전략/관리
flyi**,정부지원사업
flyi**,해외영업/무역
jinyongkim**,신규사업/BD
jinyongkim**,경영전략/관리
jinyongkim**,M&A/PMI
jinyongkim**,B2B영업
jinyongkim**,엔지니어링
5natur**,마케팅전략/브랜딩
5natur**,온라인마케팅
5natur**,홍보/PR
5natur**,시장조사/데이터분석
5natur**,제안서/편집디자인
sosdatala**,생산/제조
sosdatala**,경영혁신/PI
sosdatala**,빅데이터/AI
sosdatala**,신규사업/BD
sosdatala**,시장조사/데이터분석
coworkern**,서버개발/앱개발
coworkern**,서비스기획
coworkern**,GUI(UI/UX)
coworkern**,PM
batb**,신규사업/BD
batb**,M&A/PMI
batb**,투자/IPO
batb**,경영전략/관리
saint3**,연구개발/설계
saint3**,생산/제조
saint3**,품질/안전
saint3**,빅데이터/AI
jdh03**,경영전략/관리
jdh03**,신규사업/BD
jdh03**,M&A/PMI
jdh03**,제품/공간디자인
jdh03**,제안서/편집디자인
koebu**,PM
koebu**,서비스기획
koebu**,IT
sjoonbae**,Other
sjoonbae**,품질/안전
sjoonbae**,교육
sjoonbae**,연구개발/설계
wscho**,신규사업/BD
wscho**,경영혁신/PI
wscho**,인사
wscho**,PM
wscho**,경영전략/관리
junglys01**,품질/안전
junglys01**,엔지니어링
reformist**,B2C영업
reformist**,영업/구매/유통
reformist**,PM
reformist**,서비스기획
reformist**,정부지원사업
chchk**,엔지니어링
chchk**,디자인/패션
chance29**,경영혁신/PI
chance29**,신규사업/BD
chance29**,경영전략/관리
chance29**,마케팅전략/브랜딩
chance29**,해외영업/무역
chob**,연구개발/설계
chob**,품질/안전
chob**,생산/제조
chob**,상품기획
ncw2**,경영전략/관리
ncw2**,경영혁신/PI
ncw2**,마케팅전략/브랜딩
ncw2**,B2B영업
ncw2**,해외영업/무역
tootu**,인사
tootu**,교육
tootu**,노무
tootu**,경영전략/관리
tootu**,홍보/PR
kmko**,경영혁신/PI
kmko**,연구개발/설계
kmko**,생산/제조
kmko**,품질/안전
kmko**,공장신축
ijdre**,해외영업/무역
ijdre**,마케팅전략/브랜딩
ijdre**,신규사업/BD
ijdre**,B2B영업
ijdre**,구매
chungjong05**,경영전략/관리
chungjong05**,B2C영업
chungjong05**,마케팅전략/브랜딩
chungjong05**,온라인마케팅
chungjong05**,신규사업/BD
tiao01**,경영혁신/PI
tiao01**,경영전략/관리
tiao01**,신규사업/BD
tiao01**,홍보/PR
kkh5**,신규사업/BD
kkh5**,경영전략/관리
kkh5**,M&A/PMI
kkh5**,연구개발/설계
kkh5**,시스템엔지니어
jeehune**,경영전략/신사업
jeehune**,영업/구매/유통
jeehune**,IT
jeehune**,원가관리
conan0**,경영전략/신사업
conan0**,마케팅
conan0**,Other
jayshin**,경영혁신/PI
jayshin**,경영전략/관리
jayshin**,PM
jayshin**,교육
jayshin**,빅데이터/AI
paksong**,신규사업/BD
paksong**,경영혁신/PI
paksong**,연구개발/설계
paksong**,생산/제조
paksong**,품질/안전
wsel**,엔지니어링
hskweon**,인사
hskweon**,신규사업/BD
hskweon**,교육
scch**,신규사업/BD
scch**,B2B영업
scch**,PM
scch**,서비스기획
scch**,빅데이터/AI
schung**,Other
wtkim19**,생산/제조
wtkim19**,연구개발/설계
wtkim19**,경영혁신/PI
wtkim19**,원가관리
wtkim19**,품질/안전
fury28**,PM
fury28**,서비스기획
fury28**,빅데이터/AI
fury28**,해외영업/무역
fury28**,마케팅전략/브랜딩
buzzdesignlab**,마케팅전략/브랜딩
buzzdesignlab**,제안서/편집디자인
buzzdesignlab**,제품/공간디자인
buzzdesignlab**,광고/영상디자인
buzzdesignlab**,상품기획
grit06**,마케팅전략/브랜딩
grit06**,홍보/PR
grit06**,광고/영상디자인
twinber**,상품기획
twinber**,구매
twinber**,시장조사/데이터분석
twinber**,해외영업/무역
dongil**,경영혁신/PI
dongil**,경영전략/관리
dongil**,PM
dongil**,서비스기획
dongil**,교육
kevin1**,신규사업/BD
kevin1**,인사/총무
kevin1**,영업/구매/유통
kevin1**,재무/투자
kevin1**,엔지니어링
kmle**,엔지니어링
kmle**,경영전략/신사업
kmle**,Other
3Dmak**,연구개발/설계
3Dmak**,생산/제조
3Dmak**,품질/안전
3Dmak**,제품/공간디자인
lim09**,생산/제조
josephhwa**,마케팅
josephhwa**,해외영업/무역
josephhwa**,Other
expert0**,품질/안전
expert0**,생산/제조
expert0**,연구개발/설계
expert0**,경영혁신/PI
cycho**,신규사업/BD
cycho**,해외영업/무역
cycho**,B2B영업
cycho**,총무
cycho**,상품기획
semos**,경영전략/관리
semos**,해외영업/무역
semos**,구매
semos**,B2B영업
semos**,마케팅전략/브랜딩
junchu**,신규사업/BD
junchu**,B2C영업
junchu**,구매
junchu**,마케팅전략/브랜딩
junchu**,온라인마케팅
kks64**,인사
kks64**,총무
kks64**,노무
kks64**,구매
kks64**,정부지원사업
go3**,B2C영업
go3**,구매
go3**,상품기획
jsmit**,물류/유통
jsmit**,CS
jsmit**,구매
jsmit**,B2B영업
jsmit**,B2C영업
b612t**,마케팅전략/브랜딩
b612t**,신규사업/BD
b612t**,온라인마케팅
b612t**,상품기획
rdsfcmi**,신규사업/BD
kkahn51**,공장신축
sandia**,투자/IPO
sandia**,M&A/PMI
khyoo**,재무/회계/자금
pshjpa**,PM
pshjpa**,경영혁신/PI
pshjpa**,신규사업/BD
pshjpa**,서비스기획
pshjpa**,연구개발/설계
yeti17**,경영전략/관리
aromati**,신규사업/BD
aromati**,마케팅전략/브랜딩
kyechuns**,경영전략/관리
kyechuns**,신규사업/BD
kyechuns**,경영혁신/PI
kyechuns**,해외영업/무역
kyechuns**,구매
joofr**,해외영업/무역
joofr**,경영전략/관리
joofr**,마케팅전략/브랜딩
joofr**,교육
joofr**,경영혁신/PI
jgkim**,생산/제조
jgkim**,공장신축
jgkim**,품질/안전
smcl**,B2C영업
shlee**,경영혁신/PI
shlee**,교육
shlee**,재무/회계/자금
hrd10**,교육
ssj37**,Other
ssj37**,인사/총무
chanki**,정부지원사업
chanki**,일반법무
chanki**,경영전략/관리
chanki**,교육
chanki**,인사
artlea**,해외영업/무역
artlea**,Other
artlea**,물류/유통
gangnamsoftt20**,투자/IPO
kahn1**,신규사업/BD
kahn1**,경영혁신/PI
kahn1**,마케팅전략/브랜딩
kahn1**,온라인마케팅
kahn1**,홍보/PR
kys03**,신규사업/BD
kys03**,마케팅전략/브랜딩
mindsm**,해외영업/무역
paulkim**,연구개발/설계
paulkim**,경영혁신/PI
paulkim**,서비스기획
paulkim**,PM
paulkim**,생산/제조
hhk11**,연구개발/설계
hhk11**,품질/안전
hhk11**,기술/특허
hhk11**,경영전략/관리
lyj54**,인사
lyj54**,교육
lyj54**,총무
lyj54**,경영전략/관리
lyj54**,경영혁신/PI
sang**,해외영업/무역
sang**,B2B영업
sang**,제품/공간디자인
sang**,Other
daefri**,IT
daefri**,마케팅
eunzin**,경영전략/신사업
eunzin**,영업/구매/유통
eunzin**,마케팅전략/브랜딩
eunzin**,온라인마케팅
eunzin**,홍보/PR
kim382**,디자인/패션
theodore19**,M&A/PMI
theodore19**,신규사업/BD
theodore19**,경영전략/관리
theodore19**,투자/IPO
theodore19**,인사/총무
jaelon**,신규사업/BD
jaelon**,경영전략/관리
jaelon**,B2B영업
jaelon**,해외영업/무역
jaelon**,구매
DONGHA46**,연구개발/설계
DONGHA46**,품질/안전
